city,date,fare,ride_id
Port Shane,2019-03-19 12:25:00,40.39,9.10341E+11
Rodriguezview,2019-02-21 01:34:00,36.37,4.98477E+12
East Kentstad,2019-01-10 11:15:00,24.65,7.20195E+12
Brandonfort,2019-03-03 04:25:00,46.01,2.28616E+12
North Timothy,2019-03-17 08:33:00,45.33,1.75842E+12
North Richardhaven,2019-03-19 05:25:00,18.01,2.80427E+12
East Danielview,2019-02-04 11:01:00,38.38,2.52868E+12
Colemanland,2019-04-05 05:23:00,43.91,3.89097E+11
East Marymouth,2019-03-13 08:07:00,27.54,9.78379E+12
Lake Robertside,2019-02-16 07:14:00,47.31,6.26738E+12
North Jeffrey,2019-04-27 10:17:00,20.41,9.03067E+11
East Danielview,2019-03-27 16:22:00,36,1.41074E+12
New Olivia,2019-02-05 22:03:00,35.76,5.89479E+12
Lake Robertside,2019-02-12 09:45:00,20.03,9.62634E+12
South Brenda,2019-03-19 19:25:00,48.98,8.68564E+12
Josephside,2019-04-24 10:29:00,42.58,1.06762E+12
West Kimmouth,2019-03-05 22:04:00,48.2,321833677
Barronchester,2019-04-05 14:12:00,33.5,91435348621
Bethanyland,2019-03-06 10:01:00,13.86,8.57176E+12
Lake Omar,2019-02-20 21:56:00,33.61,2.72136E+12
Williamsonville,2019-04-28 19:35:00,16.96,9.63129E+12
Colemanland,2019-01-19 15:24:00,24.4,6.65256E+12
Port Shane,2019-01-30 20:43:00,49.52,8.26279E+12
West Kimmouth,2019-03-13 14:50:00,18.72,9.38833E+12
Nicolechester,2019-05-05 08:45:00,15.43,8.49665E+12
Mezachester,2019-04-19 19:05:00,29.12,8.89499E+12
New Olivia,2019-03-27 09:35:00,34.54,4.64297E+12
East Danielview,2019-01-25 11:58:00,48.32,1.83167E+12
Brandonfort,2019-04-15 04:12:00,47.17,7.38801E+12
Port Shane,2019-04-03 22:33:00,15.59,1.27446E+11
Colemanland,2019-05-04 04:24:00,12.62,4.90271E+12
South Teresa,2019-03-05 19:18:00,32.29,4.98169E+12
South Brenda,2019-04-25 07:08:00,23.6,1.78402E+12
East Aaronbury,2019-04-11 03:24:00,34.4,6.54091E+12
Sotoville,2019-03-13 16:06:00,14.36,8.62953E+12
West Hannah,2019-01-21 19:54:00,41.95,16507766547
South Teresa,2019-03-09 09:54:00,25.08,8.13631E+12
Bethanyland,2019-04-02 04:29:00,34.38,1.78385E+12
West Hannah,2019-03-02 17:06:00,13.92,7.38894E+12
Lake Robertside,2019-04-03 03:27:00,12.76,1.30176E+12
Colemanland,2019-01-10 06:49:00,27.7,8.70407E+12
East Marymouth,2019-02-12 23:18:00,47.41,7.40966E+12
New Raymond,2019-02-11 17:28:00,17.97,7.55167E+12
Randallchester,2019-04-13 11:13:00,43.22,1.07608E+12
North Holly,2019-02-02 14:54:00,12.42,1.98526E+12
Michaelberg,2019-03-27 18:27:00,54.85,4.42184E+12
Lake Latoyabury,2019-02-23 21:12:00,47.9,3.26965E+12
Lake Latoyabury,2019-05-06 08:57:00,51.8,4.01803E+12
Taylorhaven,2019-04-06 01:01:00,45.31,2.27536E+12
Garzaport,2019-02-18 18:27:00,36.16,2.92834E+12
New Ryantown,2019-01-27 17:33:00,42.68,7.9946E+12
Lake Latoyabury,2019-04-02 21:00:00,13.46,8.23286E+12
North Holly,2019-02-16 17:02:00,39.46,4.57148E+12
Bradshawfurt,2019-03-06 21:44:00,19.74,6.08037E+12
South Marychester,2019-02-19 00:23:00,32.72,1.48175E+12
Bradshawfurt,2019-03-24 18:53:00,57.51,2.302E+12
Lake Latoyabury,2019-01-22 12:42:00,13.5,8.49334E+12
South Marychester,2019-01-02 11:18:00,52.12,3.45402E+12
Jessicaport,2019-01-01 09:45:00,43.69,2.42488E+12
South Jennifer,2019-04-01 09:32:00,21.63,9.13598E+12
South Marychester,2019-02-21 19:16:00,55.4,8.82236E+12
South Saramouth,2019-02-20 16:32:00,44.29,3.62237E+12
Lake Latoyabury,2019-04-22 16:56:00,38.46,1.67192E+12
Lake Jamie,2019-03-13 06:41:00,26.09,1.59916E+12
Newtonview,2019-01-08 06:19:00,19.39,5.35035E+12
Michaelberg,2019-01-18 00:46:00,15.12,1.0317E+12
Jessicaport,2019-01-14 07:09:00,18.05,5.40536E+12
South Marychester,2019-01-15 21:44:00,30.26,3.83706E+12
North Jaime,2019-03-06 09:09:00,44.17,1.1522E+12
Penaborough,2019-02-24 00:44:00,21.89,2.06931E+12
North Jaime,2019-03-12 13:05:00,23.21,5.98745E+12
Lake Latoyabury,2019-04-16 21:12:00,24.1,4.89603E+12
South Jennifer,2019-03-07 19:10:00,48.79,9.73063E+12
Taylorhaven,2019-03-05 21:19:00,38.18,8.55532E+12
Jessicaport,2019-04-13 16:08:00,39.89,6.51124E+12
South Marychester,2019-03-27 12:07:00,34.42,4.23015E+12
Penaborough,2019-04-27 06:02:00,38.33,5.47014E+11
New Ryantown,2019-04-18 19:43:00,42.97,2.30914E+11
North Jaime,2019-04-04 13:13:00,51.83,9.11605E+12
Harringtonfort,2019-01-06 07:38:00,47.33,3.84975E+12
South Jennifer,2019-04-05 14:35:00,32.2,6.83984E+11
North Holly,2019-01-04 03:31:00,24.88,4.19562E+12
Newtonview,2019-02-05 22:53:00,45.02,7.07537E+12
Randallchester,2019-02-19 03:52:00,58.55,8.0048E+12
Bradshawfurt,2019-03-24 07:34:00,19.89,7.8674E+12
South Marychester,2019-02-25 19:06:00,54.66,3.13756E+12
Bradshawfurt,2019-02-18 22:21:00,34.32,8.882E+12
Bradshawfurt,2019-04-08 13:46:00,55.19,1.74295E+12
Jessicaport,2019-03-18 16:59:00,33.72,3.04689E+12
Michaelberg,2019-03-27 21:48:00,38.62,3.64152E+11
West Heather,2019-03-12 04:22:00,26.55,7.03585E+12
Garzaport,2019-04-17 01:48:00,17.31,6.09241E+12
North Jaime,2019-02-01 08:59:00,17.05,9.48112E+12
New Ryantown,2019-02-04 23:54:00,45.7,3.57043E+12
North Holly,2019-04-21 21:14:00,18.54,6.25909E+12
West Heather,2019-02-22 09:01:00,17.4,8.70249E+12
Taylorhaven,2019-04-03 05:41:00,38.92,8.30045E+12
Bradshawfurt,2019-04-07 21:12:00,49.7,5.08881E+12
Michaelberg,2019-01-11 04:39:00,16.42,8.80056E+12
Michaelberg,2019-04-22 17:28:00,19.27,26848733115
North Holly,2019-03-28 00:12:00,35.45,3.26249E+12
North Jaime,2019-05-06 00:58:00,41.18,7.32809E+12
North Jaime,2019-04-04 01:58:00,43.86,8.19544E+12
South Marychester,2019-04-23 12:21:00,25.94,2.93662E+12
North Holly,2019-01-23 06:52:00,40.24,3.92187E+12
Michaelberg,2019-05-02 11:57:00,52.71,5.64953E+12
West Heather,2019-02-22 01:46:00,33.38,5.55169E+12
Bradshawfurt,2019-02-23 12:00:00,37.05,2.06842E+12
Penaborough,2019-01-14 15:58:00,54.1,4.32926E+11
New Ryantown,2019-04-30 01:50:00,50.81,5.35755E+12
Michaelberg,2019-01-19 12:38:00,38.68,1.03218E+11
Taylorhaven,2019-04-01 16:37:00,54.65,9.09806E+12
South Jennifer,2019-04-02 10:26:00,14.11,3.82827E+12
Bradshawfurt,2019-04-10 09:47:00,19.07,7.39305E+11
Taylorhaven,2019-03-05 04:46:00,29.45,2.15938E+12
Harringtonfort,2019-02-17 04:42:00,30.58,6.83514E+12
Randallchester,2019-02-11 05:42:00,25.78,9.01061E+12
New Ryantown,2019-04-05 21:38:00,50.98,4.83486E+12
Penaborough,2019-02-03 17:15:00,51.8,5.38343E+12
South Jennifer,2019-04-10 20:46:00,43.25,6.23929E+11
Lake Jamie,2019-04-30 21:26:00,37.33,6.75548E+12
Harringtonfort,2019-04-16 16:30:00,17.39,4.02396E+12
South Jennifer,2019-01-30 01:40:00,37.05,9.54538E+12
Bradshawfurt,2019-01-19 20:21:00,56.78,1.2534E+12
Jessicaport,2019-05-01 08:14:00,22.44,3.72528E+12
Lake Latoyabury,2019-03-29 09:11:00,13.84,7.90686E+12
Lake Jamie,2019-01-18 07:36:00,43.57,1.17496E+12
Randallchester,2019-03-25 13:36:00,10.37,3.21638E+12
Harringtonfort,2019-03-10 10:11:00,19.02,6.71731E+12
Lake Latoyabury,2019-01-24 13:32:00,34.74,5.96267E+12
Taylorhaven,2019-04-02 09:17:00,47.07,8.57315E+12
South Jennifer,2019-03-11 00:51:00,49.82,1.14534E+12
Harringtonfort,2019-02-26 07:03:00,54.66,9.20159E+12
Newtonview,2019-04-01 13:39:00,26.73,3.72353E+12
Michaelberg,2019-03-10 10:05:00,56.48,3.75707E+12
Penaborough,2019-01-22 15:36:00,10.11,4.12993E+12
Lake Latoyabury,2019-04-14 07:06:00,11.94,2.04067E+12
North Jaime,2019-04-27 17:58:00,14.01,2.15669E+12
West Heather,2019-02-04 16:29:00,13.97,7.11889E+12
West Heather,2019-04-18 19:33:00,46.6,3.671E+12
West Heather,2019-03-02 21:04:00,20.99,5.76645E+12
South Saramouth,2019-01-28 15:55:00,31.25,7.11805E+12
West Heather,2019-03-06 20:06:00,48.11,2.57055E+12
Garzaport,2019-05-06 16:57:00,18.9,8.8267E+12
South Saramouth,2019-03-27 21:07:00,11.87,1.70352E+11
Randallchester,2019-04-07 23:42:00,10.79,1.61547E+12
Harringtonfort,2019-01-09 15:30:00,31.84,3.73069E+12
South Saramouth,2019-04-12 18:11:00,57.23,5.0812E+12
North Holly,2019-01-03 19:51:00,19.9,5.55951E+12
New Ryantown,2019-05-05 19:29:00,26.53,2.30221E+12
West Heather,2019-02-02 06:28:00,53.07,2.46295E+12
Lake Latoyabury,2019-02-25 04:10:00,16.18,8.49292E+12
South Marychester,2019-01-19 11:40:00,49.44,90058815985
Jessicaport,2019-01-31 17:57:00,58.29,6.23155E+11
Michaelberg,2019-03-22 22:20:00,38.3,8.03273E+12
North Holly,2019-04-18 19:26:00,30.94,3.44106E+12
Michaelberg,2019-03-13 14:40:00,37.72,8.84261E+12
Lake Jamie,2019-02-25 23:46:00,28.65,5.81576E+12
Lake Jamie,2019-04-19 04:32:00,16.29,3.51868E+12
North Holly,2019-03-18 10:38:00,40.34,3.78778E+12
Michaelberg,2019-01-27 18:43:00,38.42,8.62622E+11
Lake Jamie,2019-04-29 01:58:00,54.22,2.48926E+12
Bradshawfurt,2019-01-30 10:55:00,51.39,1.32827E+12
Michaelberg,2019-04-29 17:04:00,13.38,8.55037E+12
Lake Latoyabury,2019-01-30 00:05:00,20.76,9.01873E+12
North Jaime,2019-02-10 21:03:00,11.11,2.78134E+12
West Heather,2019-05-07 19:22:00,44.94,4.25685E+12
Newtonview,2019-04-25 10:20:00,55.84,9.99058E+12
